begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
31:49.5,31:52.5,160,,,,,M_Li_H01,那他照顾你..,Nà tā zhàogù nǐ..,Then if he takes care of you..,wife,,,,,,,,,,,,
31:52.5,31:56.0,160,,,,,M_Li_H01,他也有一个持续的能量和动力啊..对不对,tā yěyǒu yīgè chíxù de néngliàng hé dònglì a.. duì bùduì,He also needs a constant energy and motivation.. right,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
31:56.0,31:58.8,160,,,,,M_Li_H01,哄你二十二年..你给了他什么呢,Hōng nǐ èrshí'èr nián.. nǐ gěile tā shénme ne,He's entertained you for twenty-two years.. what have you given to him,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,expand:entertain,,
31:58.8,32:06.6,160,,,,,M_Li_H01,所以我希望你在夫妻生活当中..你做一个开启开心模式的主动者,Suǒyǐ wǒ xīwàng nǐ zài fūqī shēnghuó dāngzhōng.. nǐ zuò yīgè kāiqǐ kāixīn móshì de zhǔdòng zhě.,So I hope that you will be a pro-active person initiating a happy mode in your relationship.,wife,wife,+ve,judgement,invoke,directive,,,,,contract:proclaim,,
32:06.6,32:24.7,160,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
32:24.7,32:28.2,161,,,,Wife_H01_AW,Wife_H01_AW,夫妻感情方面..他完全视我不存在,fūqī gǎnqíng fāngmiàn.. tā wánquán shì wǒ bù cúnzài.,In terms of marital relations.. he completely considers me as something invisible.,female mediator,antagonist,-ve,judgement,inscribe,,,视我不存在,up:infused,完全,contract:proclaim,完全,
32:28.2,32:30.2,162,,I,S,M_Li_H01,M_Li_H01,其实他心里真的很有你的,Qíshí tā xīnlǐ zhēn de hěn yǒu nǐ de.,In fact.. he has a place for you in his heart.,wife,husband,+ve,judgement,inscribe,,,心里有你,up:isolated,,contract:disclaim,其实,
32:30.2,32:31.3,162,,,,,M_Li_H01,真的很有你的,Zhēn de hěn yǒu nǐ de.,He really has a place for you.,wife,husband,+ve,judgement,inscribe,,,心里有你,up:isolated,,contract:proclaim,是……的,
32:31.3,32:32.3,162,,,,,M_Li_H01,还是很关心你的,Háishì hěn guānxīn nǐ de.,He still cares about you.,wife,husband,+ve,judgement,inscribe,,,关心,up:isolated,,contract:proclaim,是……的,
32:32.3,32:36.8,163,0,I,S,Wife_H01_AW,Wife_H01_AW,这个矛盾出来之后..既然你心里有我..你让我感受到嘛,Zhège máodùn chūlái zhīhòu.. jìrán nǐ xīn li yǒu wǒ.. nǐ ràng wǒ gǎnshòu dào ma.,After this affair came out.. now that you have me in your heart.. you should let me feel it.,female mediator,antagonist,-ve,judgement,invoke,directive,,,,,contract:proclaim,,嘛
32:36.8,32:39.6,164,O,I,S,M_Li_H01,M_Li_H01,那谁会吵架的时候还热情似火的,Nà shéi huì chǎojià de shíhòu hái rèqíng sì huǒ de,Who will be enthusiastic when they quarrel,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
32:36.8,32:38.4,165,O,,,Wife_H01_AW,Wife_H01_AW,我完全感受不到,Wǒ wánquán gǎnshòu bù dào.,I can't feel it at all.,female mediator,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,感受不到,up:isolated,完全,contract:proclaim,完全,
32:39.6,32:41.6,166,,,,M_Li_H01,M_Li_H01,那谁会说..我对你好就是好,Nà shéi huì shuō.. wǒ duì nǐ hǎo jiùshì hǎo.,Then who would say.. I'm good to you and I'm good to you unconditionally.,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
32:41.6,32:44.9,166,,,,,M_Li_H01,不管你咋跟我吵..你咋跟我闹..然后我对你的心都不变,Bùguǎn nǐ zǎ gēn wǒ chǎo.. nǐ zǎ gēn wǒ nào.. ránhòu wǒ duì nǐ de xīn dōu bù biàn,Even if you quarrel with me. No matter how you make a fuss with me. My heart will remain unchanged for you,wife,,,,,,,,,,,,
32:44.9,32:46.4,166,,,,,M_Li_H01,哪有那样的事情啊,Nǎ yǒu nàyàng de shìqíng a,How come Is there such a thing,wife,wife,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
32:46.4,32:48.8,166,,,,,M_Li_H01,本来夫妻的感情就是处出来的,Běnlái fūqī de gǎnqíng jiùshì chù chūlái de.,The emotional intimacy between the couple is built on everyday chaos.,wife,people (generic),+ve,judgement,invoke,affirmation,,,,,contract:proclaim,,
32:48.8,32:52.2,166,,,,,M_Li_H01,夫妻的感情本来就是慢慢磨出来的,Fūqī de gǎnqíng běnlái jiùshì màn man mó chūlái de.,The emotional intimacy between the couple is built on small things.,wife,,,,,,,,,,contract:proclaim,,
32:52.2,32:53.3,166,,,,,M_Li_H01,慢慢处出来的,Màn man chù chūlái de.,Build your intimacy slowly.,wife,,,,,,,,,,,,
32:53.3,32:56.8,166,,,,,M_Li_H01,当你不跟我互动..不跟我相处的时候..这种感情就会弱,Dāng nǐ bù gēn wǒ hùdòng.. bù gēn wǒ xiāngchǔ de shíhòu.. zhè zhǒng gǎnqíng jiù huì ruò.,When you don’t interact with me and don’t get along with me.. this intimacy would be weak.,wife,,,,,,,,,,,,
32:56.8,33:01.4,166,,,,,M_Li_H01,人得从心理上、从心思上去了解对方啊,Rén dé cóng xīnlǐ shàng.. cóng xīnsī shàngqù liǎojiě duìfāng a.,People have to understand each other psychologically and mentally.,wife,people (generic),+ve,judgement,invoke,affirmation,,,,,,,
33:01.4,33:04.8,166,,,,,M_Li_H01,你不能简单就判断为..你看..他疏远我,Nǐ bùnéng jiǎndān jiù pànduàn wèi.. nǐ kàn.. tā shūyuǎn wǒ.,You can't simply judge that.. you see.. he is distancing me.,wife,wife,-ve,judgement,invoke,denial,,,,,,,
33:04.8,33:07.3,166,,,,,M_Li_H01,你看我过去..他转身,Nǐ kàn wǒ guòqù.. tā zhuǎnshēn.,You see.. when I approach him.. he turns away.,wife,,,,,,,,,,,,
33:07.3,33:09.9,166,,,,,M_Li_H01,你得知道他的心理需求点是什么,Nǐ dé zhīdào tā de xīnlǐ xūqiú diǎn shì shénme.,You have to know what his psychological needs are.,wife,wife,-ve,judgement,invoke,directive,,,,,,,
33:09.9,33:13.3,166,,,,,M_Li_H01,那是我是因为跟你在一起开心..才会在一起..是不是,Nà shì wǒ shì yīnwèi gēn nǐ zài yīqǐ kai xīn.. cái huì zài yīqǐ.. shì bùshì,That should be that because I'm happy to be with you.. we're together.. right,wife,,,,,,,,,,,,
33:13.3,33:15.8,166,,,,,M_Li_H01,那他总哄你..那这也挺累的,Nà tā zǒng hōng nǐ.. nà zhè yě tǐng lèi de.,If it's always him who entertains you.. he must be pretty tired.,wife,husband,-ve,affect,invoke,up-scaling,,,up:isolated,,,,
33:15.8,33:18.4,166,,,,,M_Li_H01,你一直在等着他主动跟你沟通,Nǐ yīzhí zài děngzhe tā zhǔdòng gēn nǐ gōutōng.,You have been waiting for him to actively communicate with you.,wife,wife,-ve,judgement,invoke,up-scaling,,,up:isolated,,,,
33:18.4,33:19.7,167,,,,Wife_H01_AW,Wife_H01_AW,对..我有那个心态,Duì.. wǒ yǒu nà ge xīntài.,Yes.. I have that mentality.,female mediator,self,-ve,judgement,invoke,affirmation,,,,,monoglossic,,
33:19.7,33:21.2,168,O,,,,M_Li_H01,那这个问题你觉得应该怎么办呢,Nà zhège wèntí nǐ juédé yīnggāi zěnme bàn ne,What do you think you can do about this problem,wife,,,,,,,,,,expand:entertain,,
33:21.2,33:24.4,169,O,I,S,Wife_H01_AW,Wife_H01_AW,现在老师指出来了我肯定是要互动,Xiànzài lǎoshī zhǐchū láile wǒ kěndìng shì yào hùdòng.,Now that the teacher has pointed it out.. I am definitely going to interact with him.,female mediator,self,+ve,judgement,invoke,directive,,要,,,contract:proclaim,肯定,
33:24.5,33:44.6,169,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
33:44.6,33:47.1,170,,,,M_Li_H01,M_Li_H01,人的安全感是放在自己身上的,Rén de ānquán gǎn shì fàng zài zìjǐ shēnshang de.,A person's sense of security should be placed on oneself.,wife,people (generic),+ve,judgement,invoke,affirmation,,,,,contract:proclaim,,
33:47.1,33:48.8,170,,,,,M_Li_H01,而不是放在别人身上的,Ér bùshì fàng zài biérén shēnshang de.,but not on others.,wife,,,,,,,,,,contract:disclaim,,
33:48.8,33:54.8,170,,,,,M_Li_H01,不是说你有了丈夫之后..你真正生病..或者是需要他的那一刻..他刚好就会在身边,Bùshì shuō nǐ yǒule zhàngfū zhīhòu.. nǐ zhēnzhèng shēngbìng.. huòzhě shì xūyào tā dì nà yīkè.. tā gānghǎo jiù huì zài shēnbiān.,It's not that after you have a husband.. when you are sick or need him.. he just happens to be there.,wife,wife,-ve,judgement,invoke,denial,,,,,expand:entertain,,
33:54.8,33:55.9,170,,,,,M_Li_H01,那不一定,Nà bù yīdìng.,That's not necessarily.,wife,,,,,,,,,,,,
33:55.9,33:57.7,170,,,,,M_Li_H01,因为也许他出差呢,Yīnwèi yěxǔ tā chūchāi ne,Because.. maybe he's on a business trip,wife,,,,,,,,,,,,
33:57.7,34:01.0,170,,,,,M_Li_H01,或者是很多单位和岗位就是就是离不开,Huòzhě shì hěnduō dānwèi hé gǎngwèi jiùshì jiùshì lì bù kāi.,Or for many jobs engagements.. they can't go.,wife,,,,,,,,,,,,
34:01.0,34:02.8,170,,,,,M_Li_H01,就是脱离不了的呢..对不对,Jiùshì tuō lì bùliǎo de ne.. duì bùduì,Or it's just it's impossible for them to go.. right,wife,,,,,,,,,,,,
34:02.8,34:05.2,170,,,,,M_Li_H01,这是生活很真实存在的一个境况,Zhè shì shēnghuó hěn zhēnshí cúnzài de yīgè jìngkuàng.,This is a situation whic really exists in life.,wife,,,,,,,,,,,,
34:05.2,34:08.9,170,,,,,M_Li_H01,那么这种安全感就要我们自己给自己,Nàme zhè zhǒng ānquán gǎn jiù yào wǒmen zìjǐ jǐ zìjǐ.,Then this sense of security requires us to give it by ourselves.,wife,people (generic),+ve,judgement,invoke,directive,,,,,contract:proclaim,,
34:08.9,34:12.1,170,,,,,M_Li_H01,在婚姻当中建设自己的安全感是很重要的,Zài hūnyīn dāngzhōng jiànshè zìjǐ de ānquán gǎn shì hěn zhòngyào de.,It is important to build your own sense of security in marriage.,wife,,,,,,,,,,,,
34:12.1,34:33.7,170,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
34:33.7,34:34.8,171,,,,M_Wu_H01,M_Wu_H01,多陪伴她,duō péibàn tā.,Accompany her more.,husband,husband,+ve,judgement,invoke,directive,,,,,,,
34:34.8,34:42.6,171,,,,,M_Wu_H01,就是这种陪伴是要做一种温暖的..能够真正让她..能够感受到这种积极的陪伴,Jiùshì zhè zhǒng péibàn shì yào zuò yī zhǒng wēnnuǎn de.. nénggòu zhēnzhèng ràng tā.. nénggòu gǎnshòu dào zhè zhǒng jījí de péibàn.,The kind of companionship needed is that it is warm.. to really make her to feel this kind of positive companionship.,husband,,,,,,,,,,,,
34:42.6,34:47.1,171,,,,,M_Wu_H01,而不是说像她所说的你在家里面消极陪伴..无为的陪伴,Ér bùshì shuō xiàng tā suǒ shuō de nǐ zàijiā lǐmiàn xiāojí péibàn.. wúwéi de péibàn.,Rather than the passive accompany as described by her.. a do-nothing accompany.,husband,husband,-ve,judgement,inscribe,,,,,,contract:disclaim,,
34:47.1,34:54.2,171,,,,,M_Wu_H01,你的态度..你的语气..你的陪伴她的时间..你都要开始给予更多的一些调整,Nǐ de tàidù.. nǐ de yǔqì.. nǐ de péibàn tā de shíjiān.. nǐ dōu yào kāishǐ jǐyǔ gèng duō de yīxiē tiáozhěng.,Your attitude.. your intonation.. your time with her.. you must begin to give more adjustments.,husband,husband,+ve,judgement,invoke,directive,,,,,,,
34:54.2,34:57.0,171,,,,,M_Wu_H01,照顾到她的一些比较脆弱敏感的情绪,Zhàogù dào tā de yīxiē bǐjiào cuìruò mǐngǎn de qíngxù.,Take care of some of her more vulnerable and sensitive emotions.,husband,husband,+ve,judgement,invoke,directive,,,,,,,
34:57.0,35:00.2,171,,,,,M_Wu_H01,比如说刺激到她的一些言行啊..咱就不做了,Bǐrú shuō cìjī dào tā de yīxiē yánxíng a.. zán jiù bù zuòle.,For example.. for some languages and behaviours which might trigger her emotions.. stop doing that.,husband,husband,-ve,judgement,invoke,denial,,,,,expand:entertain,,
35:00.2,35:06.2,171,,,,,M_Wu_H01,不是激怒她..不是用冷战..远离..去更加地让她暴怒,Bùshì jīnù tā.. bùshì yòng lěngzhàn.. yuǎnlí.. qù gèngjiā de ràng tā bàonù.,Avoid angering her.. don't use cold war.. don't distance her.. don't try to make her more furious,husband,husband,-ve,judgement,invoke,denial,,,,,contract:proclaim,,
35:06.2,35:07.2,171,O,,,,M_Wu_H01,千万不是,Qiān wàn bùshì.,Definitely don't do that.,husband,,,,,,,,,,,,
35:06.3,35:06.5,172,O,,,Husband_H01_WH,Husband_H01_WH,嗯,Ń.,Mhm.,,,,,,,,,,,,,
35:07.2,35:10.5,173,,,,M_Wu_H01,M_Wu_H01,而是反过来..她需要哪种方式..我们去给她一种方式,Ér shì fǎn guòlái.. tā xūyào nǎ zhǒng fāngshì.. wǒmen qù gěi tā yī zhǒng fāngshì.,But instead.. use a way which she needs. Let's love her in a way that she expects.,husband,husband,+ve,judgement,invoke,directive,,,,,contract:disclaim,,
35:10.5,35:11.9,174,O,,,Husband_H01_WH,Husband_H01_WH,是..这点欠缺,Shì.. zhè diǎn qiànquē.,Yes.. I'm not good enough on this.,female mediator,self,-ve,judgement,inscribe,,,欠缺,,,monoglossic,,
35:11.8,35:12.5,175,O,I,S,M_Wu_H01,M_Wu_H01,欠缺哈,Qiànquē hā,Not good enough,husband,,,,,,,,,,,,
35:12.5,35:12.7,176,O,,,Husband_H01_WH,Husband_H01_WH,欠缺,Qiànquē.,Not good enough.,female mediator,self,-ve,judgement,inscribe,,,欠缺,,,monoglossic,,
35:12.7,35:14.4,177,O,I,S,M_Wu_H01,M_Wu_H01,注意方式..方法和态度,Zhùyì fāngshì.. fāngfǎ hé tàidù.,Pay attention to your ways.. methods and attitudes.,husband,,,,,,,,,,,,
35:14.4,35:21.7,177,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,
35:21.7,35:23.4,178,,,,Hostess_H01,Hostess_H01,密室环节已经结束,Mìshì huánjié yǐjīng jiéshù.,The Chamber of Secrets session is over.,couple,,,,,,,,,,,,
35:23.4,35:26.9,178,,,,,Hostess_H01,两位当事人..现在..什么想法,Liǎng wèi dāngshìrén.. xiànzài.. shénme xiǎngfǎ,Two participants.. now.. what's in your mind,couple,,,,,,,,,,,,
35:26.9,35:27.8,178,,,,,Hostess_H01,什么决定,Shénme juédìng,What are your decisions,couple,,,,,,,,,,,,
35:28.0,35:30.7,179,,,,Wife_H01_AW,Wife_H01_AW,这一段时间..我放不下,Zhè yīduàn shíjiān.. wǒ fàng bùxià.,Recently.. I can't let it go.,hostess,self,-ve,affect,inscribe,,antagonist,放不下,,,monoglossic,,
35:30.7,35:35.2,179,,,,,Wife_H01_AW,是因为觉得我不能接受..他这样对我,Shì yīnwèi juédé wǒ bùnéng jiēshòu.. tā zhèyàng duì wǒ.,Because I feel that I can't accept the thinking that he treated me in this way.,hostess,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,不能接受,,,expand:entertain,觉得,
35:35.2,35:41.8,179,,,,,Wife_H01_AW,我现在经过老师跟我讲解..不能把任何事情都看得那么重,Wǒ xiànzài jīngguò lǎoshī gēn wǒ jiǎngjiě.. bùnéng bǎ rènhé shìqíng dōu kàn dé nàme zhòng.,Now after the teachers explained everything to me.. I realize that I can't take everything that seriously.,hostess,,,,,,,,,,,,
35:41.8,35:44.5,179,,,,,Wife_H01_AW,要学会接受适应,Yào xuéhuì jiēshòu shìyìng.,I should learn to accept and adapt.,hostess,self,+ve,judgement,invoke,directive,,要,,,contract:proclaim,要,
35:44.5,35:46.1,179,,,,,Wife_H01_AW,我现在决定放下它,Wǒ xiànzài juédìng fàngxià tā.,Now I decide to let it go.,hostess,self,+ve,judgement,invoke,directive,,决定,up:infused,决定,contract:proclaim,决定,
35:46.1,35:49.3,179,,,,,Wife_H01_AW,过以后正常的生活,Guò yǐhòu zhèngcháng de shēnghuó.,Live a normal life in the future.,hostess,,,,,,,,,,,,
35:49.3,35:52.9,179,,,,,Wife_H01_AW,生活当中应该主动,Shēnghuó dāngzhōng yīnggāi zhǔdòng.,I should take the initiative in my life.,hostess,self,+ve,judgement,invoke,directive,,应该,,,contract:proclaim,应该,
35:52.9,35:57.7,179,,,,,Wife_H01_AW,不是单一地等着他对..一方面对我的付出,Bùshì dānyī dì děngzhe tā duì.. yī fāngmiàn duì wǒ de fùchū.,I should not simply wait for him to.. to sacrifice for me one-sidedly.,hostess,self,+ve,judgement,invoke,directive,,不是,up:isolated,单一,monoglossic,,
35:57.7,35:59.7,179,,,,,Wife_H01_AW,我也应该主动,Wǒ yě yīnggāi zhǔdòng.,I should also take the initiative.,hostess,self,+ve,judgement,invoke,directive,,应该,,,contract:proclaim,应该,
35:59.7,36:02.8,179,,,,,Wife_H01_AW,你平时对我的照顾..我感受到的,Nǐ píngshí duì wǒ de zhàogù.. wǒ gǎnshòu dào de.,You usually take care of me and I feel it.,antagonist,antagonist,+ve,judgement,inscribe,,,照顾,,,contract:proclaim,是……的,
36:02.8,36:05.3,179,,,,,Wife_H01_AW,我对你是太多的依赖,Wǒ duì nǐ shì tài duō de yīlài.,I rely too much on you.,antagonist,self,-ve,judgement,inscribe,,,依赖,up:isolated,太多,contract:proclaim,是……的,
36:05.3,36:07.1,179,,,,,Wife_H01_AW,对你付出的太少,Duì nǐ fùchū de tài shǎo.,I did too little for you.,antagonist,self,-ve,judgement,inscribe,,,付出少,up:isolated,太多,monoglossic,,
36:07.1,36:10.2,179,,,,,Wife_H01_AW,以后我会对你多付出一些,Yǐhòu wǒ huì duì nǐ duō fùchū yīxiē.,In the future.. I will do more for you.,antagonist,self,+ve,judgement,invoke,directive,,会,down:isolated,,monoglossic,,
36:12.5,36:21.6,180,,,,Husband_H01_WH,Husband_H01_WH,老婆..今天咱们到这个地方来说了过后..我也明白我自己有一些地方还是做得不是很好,Lǎopó.. jīntiān zánmen dào zhège dìfāng lái shuō l.Guòhòu.. wǒ yě míngbái wǒ zìjǐ yǒu yīxiē dìfāng háishì zuò dé bùshì hěn hǎo.,My wife.. after we came to this place and talked about our issues today.. I also understand that I have not done well in some aspects.,antagonist,self,-ve,judgement,inscribe,,,不好,down:isolated,不很,expand:entertain,明白,
36:21.6,36:31.6,180,,,,,Husband_H01_WH,所以说..我在以后的生活当中..不会再有那些暧昧的电话啊..微信啊之类的,Suǒyǐ shuō.. wǒ zài yǐhòu de shēnghuó dāngzhōng.. bù huì zài yǒu nàxiē àimèi de diànhuà a.. wēixìn a zhī lèi de.,So.. I will not have those flirting calls.. WeChat messages and so on in the future.,antagonist,self,-ve,judgement,invoke,denial,,不,,,monoglossic,,
36:31.6,36:36.3,180,,,,,Husband_H01_WH,我也会尽量地和你保持沟通,Wǒ yě huì jǐn liáng dì hé nǐ bǎochí gōutōng.,I will also try to keep good communication with you.,antagonist,self,+ve,judgement,invoke,directive,,,down:isolated,尽量,monoglossic,,
36:36.3,36:38.2,180,,,,,Husband_H01_WH,好吗,Hǎo ma,Alright,antagonist,,,,,,,,,,,,
36:38.2,36:39.1,181,,,,Wife_H01_AW,Wife_H01_AW,好的,Hǎo de.,Ok.,antagonist,,,,,,,,,,,,
36:40.4,36:43.4,182,,,,Husband_H01_WH,Husband_H01_WH,呵呵呵,Hēhēhē,Ha ha ha,,,,,,,,,,,,,
36:55.3,36:57.4,182,,,,,Husband_H01_WH,她怕我亲她..主要是,tā pà wǒ qīn tā.. zhǔyào shi.,She is afraid that I kiss her.. mainly.,mediator,,,,,,,,,,,,
36:57.4,36:59.0,182,,,,,Husband_H01_WH,呵呵呵,Hē hē hē,Ha ha ha,,,,,,,,,,,,,
36:59.0,37:00.8,182,,,,,Husband_H01_WH,谢谢,xièxiè.,Thank you.,mediator,,,,,,,,,,,,
37:00.8,37:01.7,183,,,,Wife_H01_AW,Wife_H01_AW,谢谢了,Xièxièle.,Thank you.,mediator,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
